metagenome,source,domain,phylum,class,order,family,genus,species,abundance,avg eValue,avg % ident,avg align len,# hits
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ADP1,6,-30.67,100,67,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,Enhydrobacter aerosaccus,37,-28.51,100,63.41,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella bovis,29,-35.17,100,74.79,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella bovoculi,14,-25.67,100,59.33,3
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,2,-24.5,100,57.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella lincolnii,2,-37,100,78,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella ovis,1,-39,100,81,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter arcticus,17,-34.52,100,73.95,5
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter cryohalolentis,215,-42.35,99.95,87.11,5
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter faecalis,13,-49.56,99.97,98.82,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter frigidicola,12,-38.89,100,80.44,3
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter glacincola,68,-49.05,100,98.25,6
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter jeotgali,1,-54,100,107,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter luti,1,-58,100,113,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter maritimus,4,-42.25,100,86.75,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pacificensis,2,-45.5,100,92.33,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter phenylpyruvicus,3,-44.75,100,90.92,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter psychrophilus,3,-47.67,100,96.33,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pulmonis,7,-51.77,100,102.54,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. 760D,1,-36,100,76,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,160,-43.95,99.89,90.35,5
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,1,-44,100,89,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas amygdali,4,-33,100,70.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas filiscindens,1,-26,100,58,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas migulae,1,-24,100,56,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,4,-21,100,51,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas savastanoi,4,-33.5,100,71.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp. 3,2,-28.5,100,63.5,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,1,-29,100,64,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,4,-36.84,100,77.5,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,4,-37,100,77.5,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio furnissii,2,-33.5,100,71,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,9,-33.78,100,71.78,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 1A07,3,-44.67,98.91,92,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. Ex25,3,-31.33,99.53,68.33,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,unclassified (derived from Vibrionaceae),Grimontia hollisae,3,-47.33,100,95.33,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas albilineans,1,-22,100,52,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,1,-21,100,50,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified (derived from Gammaproteobacteria),unclassified (derived from Gammaproteobacteria),unclassified (derived from Gammaproteobacteria),Calyptogena okutanii thioautotrophic gill symbiont,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia duttonii,1,-48,100,97,1
4441681.3,M5RNA,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta aurantia,1,-22,100,53,1
4441681.3,M5RNA,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma modicum,1,-34,100,72,1
4441681.3,M5RNA,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma mali,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,unclassified (derived from Bacteria),unclassified (derived from Bacteria),unclassified (derived from Bacteria),unclassified (derived from Bacteria),unclassified (derived from Bacteria),candidate division TM7 genomosp. GTL1,1,-44,100,90,1
4441681.3,M5RNA,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Daphnia pulex,1,-22,100,52,1
4441681.3,M5RNA,Eukaryota,Arthropoda,Insecta,Isoptera,Rhinotermitidae,Coptotermes,Coptotermes formosanus,9,-35.78,100,75.67,8
4441681.3,M5RNA,Eukaryota,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis remanei,6,-27.25,100,61.5,2
4441681.3,M5RNA,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,1,-47,100,95,1
4441681.3,M5RNA,Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Apiales,Araliaceae,Tetrapanax,Tetrapanax papyrifer,1,-56,100,111,1
4441681.3,M5RNA,Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Cornales,Cornaceae,Cornus,Cornus nuttallii,1,-52,100,101,1
4441681.3,M5RNA,Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Ericales,Primulaceae,Maesa,Maesa myrsinoides,1,-30,100,66,1
4441681.3,M5RNA,Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Fabales,Fabaceae,Lotus,Lotus japonicus,1,-53,100,106,1
4441681.3,M5RNA,Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Fabales,Fabaceae,Medicago,Medicago sativa,2,-43.5,100,88,1
4441681.3,M5RNA,Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Fabales,Fabaceae,Trifolium,Trifolium pratense,1,-52,100,104,1
4441681.3,M5RNA,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,194,-35.85,99.98,75.78,41
